,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,score,Desempenho
136,418,419,Jo�o Cancelo,POR,DF,Manchester City,Premier League,28,1994,17,16,1274,14.2,2,1.2,0.21,17.6,0.12,0.67,22.7,0.0,0.0,0.0,73.0,85.9,84.9,1174.2,292.0,40.7,43.7,93.1,25.6,30.3,84.4,5.7,8.66,65.9,0.07,0.85,5.63,2.54,0.63,7.46,85.9,78.9,6.9,1.41,0.14,0.99,3.17,5.49,0.0,0.0,0.0,0.0,73.0,0.14,1.06,2.75,2.11,0.0,0.14,0.35,0.07,0.07,0.42,0.35,0.0,0.07,0.0,0.0,0.0,2.04,1.48,1.13,0.63,0.28,1.2,1.69,70.8,0.49,0.49,0.07,0.42,1.34,3.38,0.63,0.07,96.0,1.41,15.8,48.3,32.5,3.31,96.0,4.08,1.97,48.3,1.62,39.7,58.9,341.0,196.5,5.0,2.75,1.48,1.27,0.99,71.8,8.8,0.21,0.07,0.0,0.92,1.27,0.28,3.17,1.48,0.0,0.14,0.0,5.63,1.9,0.77,71.1,96.14,Mediano
468,1398,1399,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,33,1989,18,15,1295,14.4,0,0.42,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,47.2,59.4,79.4,911.5,379.3,18.6,21.0,88.7,21.6,25.1,86.1,5.83,11.3,51.5,0.0,0.14,4.86,0.49,0.21,5.14,59.4,55.7,3.61,2.08,0.0,0.83,0.69,0.97,0.0,0.0,0.0,0.0,47.2,0.14,0.63,0.9,0.63,0.0,0.07,0.0,0.07,0.14,0.21,0.07,0.0,0.0,0.0,0.07,0.07,2.15,1.39,1.32,0.76,0.07,1.04,1.6,65.2,0.56,1.04,0.69,0.35,1.88,4.03,3.54,0.0,68.8,8.13,30.4,35.5,3.82,0.28,68.8,0.63,0.56,88.9,0.0,0.0,48.2,274.0,153.1,0.63,1.11,0.0,0.63,0.14,42.6,0.21,0.35,0.07,0.07,1.39,0.42,0.0,0.69,1.39,0.0,0.14,0.0,7.15,2.64,1.18,69.1,96.12,Mediano
668,2090,2091,Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,18,15,1322,14.7,0,0.61,0.07,11.1,0.0,0.0,14.5,0.0,0.0,0.0,59.5,75.5,78.8,1019.1,316.5,28.4,31.8,89.1,25.3,30.2,83.8,4.83,9.86,49.0,0.34,2.04,3.4,1.36,0.68,5.17,75.5,62.0,13.4,1.77,0.0,0.34,7.48,8.3,3.33,0.95,2.11,0.0,59.5,0.07,1.7,3.95,2.59,0.95,0.07,0.27,0.0,0.07,0.48,0.34,0.14,0.0,0.0,0.0,0.0,1.09,0.68,0.41,0.48,0.2,0.41,1.09,37.5,0.68,1.02,0.27,0.75,0.75,1.84,1.7,0.07,83.1,2.86,24.5,32.9,26.1,2.65,83.1,1.5,0.54,36.4,0.88,59.1,42.7,220.1,121.8,2.45,2.11,0.41,1.22,0.48,53.3,8.16,0.0,0.0,0.0,0.68,0.48,0.14,7.48,0.68,0.0,0.0,0.0,5.24,0.75,0.88,45.8,96.07000000000001,Mediano
267,789,790,Emerson,BRA,DF,Tottenham,Premier League,24,1999,18,14,1196,13.3,1,0.9,0.3,33.3,0.08,0.25,15.5,0.0,0.0,0.0,42.9,54.3,78.9,672.7,196.9,22.7,25.5,89.1,15.9,18.8,84.4,2.78,5.04,55.2,0.08,0.45,2.71,0.98,0.23,4.44,54.3,44.6,9.4,0.98,0.0,0.38,2.93,8.35,0.08,0.0,0.0,0.0,42.9,0.3,2.03,2.11,1.95,0.0,0.0,0.0,0.08,0.08,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.56,1.58,1.8,0.68,0.08,1.13,1.8,62.5,0.68,0.83,0.23,0.6,0.9,3.46,3.53,0.0,66.9,4.96,23.8,23.4,20.1,2.56,66.9,1.5,0.75,50.0,0.3,20.0,32.7,168.3,97.9,2.48,1.5,0.45,1.13,0.9,39.1,6.32,0.08,0.08,0.0,1.13,1.8,0.0,2.93,1.58,0.0,0.0,0.0,5.19,1.13,1.5,42.9,96.05,Mediano
630,1953,1954,Romain Perraud,FRA,DF,Southampton,Premier League,25,1997,20,14,1179,13.1,2,1.76,0.31,17.4,0.09,0.5,21.5,0.0,0.0,0.0,28.9,41.8,69.3,408.0,160.0,17.3,20.7,83.4,9.47,13.1,72.1,1.3,4.12,31.5,0.15,0.92,2.21,0.61,0.31,2.9,41.8,34.0,7.4,0.38,0.08,0.0,3.97,6.95,0.08,0.0,0.0,0.0,28.9,0.31,1.76,2.44,1.45,0.08,0.31,0.46,0.08,0.08,0.38,0.23,0.0,0.08,0.0,0.08,0.0,2.21,1.37,0.76,1.07,0.38,1.07,1.91,56.0,0.84,0.99,0.23,0.76,1.22,3.44,1.68,0.0,55.3,1.91,15.3,19.4,21.1,2.37,55.3,2.06,0.46,22.2,1.45,70.4,28.9,151.2,58.6,1.53,1.91,0.38,1.37,0.69,30.3,5.95,0.15,0.0,0.0,1.22,0.76,0.23,3.97,1.37,0.0,0.0,0.08,3.82,0.61,1.45,29.6,95.97,Mediano
43,143,144,Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,30,1992,14,12,1082,12.0,1,0.5,0.17,33.3,0.17,0.5,13.6,0.0,0.0,0.0,33.6,49.3,68.1,515.8,234.3,18.3,23.3,78.5,12.2,17.8,68.5,2.25,4.92,45.8,0.0,0.75,1.92,0.83,0.5,3.67,49.3,38.4,10.8,1.08,0.08,0.0,2.58,9.75,0.0,0.0,0.0,0.0,33.6,0.08,1.92,1.58,1.33,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.0,2.17,0.83,0.25,1.08,1.42,76.5,0.33,1.5,0.42,1.08,1.5,4.75,3.83,0.0,64.2,5.08,24.5,25.1,15.5,0.75,64.2,1.42,0.58,41.2,0.42,29.4,27.7,134.5,79.8,2.33,1.67,0.0,1.42,1.17,28.6,3.08,0.17,0.0,0.0,0.67,1.33,0.0,2.58,2.0,0.0,0.0,0.0,6.58,2.5,1.33,65.2,95.89,Mediano
485,1451,1452,Banzouzi Locko,FRA,DF,Reims,Ligue 1,20,2002,15,13,1059,11.8,0,0.42,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,30.7,39.8,77.0,468.6,195.8,16.9,19.4,86.9,10.9,15.0,72.9,1.78,3.22,55.3,0.0,0.68,3.73,0.59,0.25,4.66,39.8,30.6,8.98,0.42,0.08,0.25,1.1,8.56,0.0,0.0,0.0,0.0,30.7,0.25,0.85,1.78,1.53,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.36,1.86,0.34,0.51,1.36,2.29,59.3,0.93,1.44,0.34,1.1,1.69,4.41,1.78,0.0,53.4,3.73,18.4,24.6,11.7,0.68,53.4,3.05,1.27,41.7,1.53,50.0,31.7,234.8,130.3,2.63,1.27,0.25,2.29,1.27,25.8,3.31,0.25,0.08,0.0,0.85,0.76,0.08,1.1,1.36,0.0,0.0,0.0,6.53,1.02,0.68,60.0,95.7,Mediano
200,588,589,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,1999,15,14,1268,14.1,0,0.99,0.28,28.6,0.0,0.0,19.7,0.0,0.0,0.0,45.3,58.6,77.4,813.8,262.9,19.4,22.2,87.5,20.1,24.6,81.8,4.82,8.72,55.3,0.14,1.56,3.83,1.49,0.85,3.48,58.6,48.8,9.57,0.57,0.14,1.06,2.06,9.01,0.0,0.0,0.0,0.0,45.3,0.21,1.42,2.48,2.2,0.0,0.07,0.14,0.0,0.07,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.2,1.77,1.84,0.35,0.0,1.35,1.99,67.9,0.64,1.28,0.43,0.85,1.63,3.83,2.13,0.07,69.2,5.04,23.9,28.2,17.5,1.91,69.2,1.63,0.92,56.5,0.43,26.1,34.0,184.8,95.2,2.41,1.13,0.85,0.99,0.28,39.6,3.83,0.35,0.0,0.0,1.06,0.21,0.0,2.06,1.77,0.0,0.0,0.0,6.38,1.7,0.78,68.6,95.54,Mediano
375,1115,1116,Isak Hien,SWE,DF,Hellas Verona,Serie A,24,1999,18,14,1421,15.8,0,0.06,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,29.6,39.8,74.4,618.1,250.8,8.16,10.8,75.9,16.3,19.9,82.2,4.68,7.22,64.9,0.0,0.13,1.96,0.13,0.06,2.47,39.8,37.2,2.41,1.01,0.0,0.19,0.06,1.39,0.0,0.0,0.0,0.0,29.6,0.19,0.89,0.82,0.63,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,1.27,2.03,0.7,0.0,1.46,2.22,65.7,0.76,1.01,0.38,0.63,1.2,3.92,2.78,0.0,50.6,4.75,26.9,21.7,2.72,0.63,50.6,0.95,0.38,40.0,0.38,40.0,21.6,100.8,50.6,0.76,0.51,0.0,1.01,0.44,21.6,0.13,0.44,0.0,0.0,2.22,0.44,0.0,0.06,1.27,0.0,0.0,0.0,8.04,3.04,1.58,65.8,95.5,Mediano
563,1693,1694,Nahuel Molina,ARG,DF,Atl�tico Madrid,La Liga,24,1998,16,16,1374,15.3,0,0.59,0.07,11.1,0.0,0.0,20.3,0.0,0.0,0.0,43.3,59.7,72.4,669.7,268.9,24.6,27.3,90.0,14.5,21.4,67.9,3.07,7.12,43.1,0.07,1.18,2.75,1.5,0.52,4.12,59.7,49.1,10.6,0.65,0.26,0.07,4.25,9.54,0.39,0.26,0.13,0.0,43.3,0.07,1.63,3.27,3.07,0.13,0.07,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.09,1.37,1.24,0.65,0.2,1.18,2.29,51.4,1.11,1.11,0.2,0.92,0.46,2.55,2.03,0.07,69.0,2.42,21.0,25.8,22.4,1.5,69.0,1.37,0.59,42.9,0.65,47.6,34.3,159.3,98.9,2.68,1.5,0.2,1.11,0.2,41.2,7.45,0.2,0.07,0.0,0.65,0.46,0.07,4.25,1.37,0.0,0.0,0.0,4.84,0.98,1.24,44.1,95.47999999999998,Mediano
82,264,265,Bartosz Bereszy?ski,POL,DF,Sampdoria,Serie A,30,1992,15,15,1198,13.3,0,0.23,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,35.4,48.4,73.1,525.5,242.0,21.5,23.8,90.5,10.8,15.8,68.1,2.11,5.49,38.4,0.0,0.23,2.41,0.75,0.23,3.31,48.4,36.1,12.1,2.11,0.0,0.08,2.33,10.0,0.0,0.0,0.0,0.0,35.4,0.23,1.43,0.6,0.45,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.35,1.13,0.83,0.15,1.28,1.8,70.8,0.53,1.35,0.3,1.05,1.58,3.68,1.88,0.0,57.1,3.61,19.2,23.8,14.9,0.98,57.1,1.13,0.3,26.7,0.83,73.3,24.7,123.5,64.7,1.5,1.2,0.08,0.9,0.38,26.6,3.01,0.08,0.0,0.0,0.98,0.75,0.0,2.33,1.35,0.0,0.0,0.0,5.11,1.35,0.83,62.1,95.44,Mediano
149,462,463,Catena,ESP,DF,Rayo Vallecano,La Liga,28,1994,19,19,1710,19.0,1,0.26,0.16,60.0,0.2,0.33,7.6,0.0,0.0,0.0,44.6,54.7,81.6,1081.4,418.9,8.63,9.89,87.2,25.2,27.6,91.4,10.6,16.2,65.6,0.05,0.21,3.16,0.11,0.0,3.42,54.7,52.2,2.21,2.11,0.05,1.37,0.05,0.05,0.0,0.0,0.0,0.0,44.6,0.32,0.21,0.79,0.63,0.05,0.0,0.0,0.11,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.74,0.42,0.53,0.21,0.0,0.37,0.68,53.8,0.32,0.89,0.74,0.16,0.58,1.32,4.58,0.05,62.5,8.26,34.1,27.8,0.95,0.53,62.5,0.0,0.0,0.0,0.0,0.0,37.8,178.6,91.4,0.37,0.21,0.0,0.32,0.05,41.0,0.0,0.32,0.0,0.0,0.79,0.68,0.05,0.05,0.42,0.0,0.0,0.0,5.16,2.37,0.89,72.6,95.36,Mediano
125,387,388,Anthony Caci,FRA,DF,Mainz 05,Bundesliga,25,1997,17,11,1059,11.8,1,0.51,0.17,33.3,0.17,0.5,16.5,0.0,0.0,0.0,38.9,52.8,73.7,843.0,360.2,12.0,14.7,81.6,18.1,22.6,80.1,7.97,13.3,59.9,0.08,1.1,4.92,0.93,0.51,3.98,52.8,46.9,5.76,1.1,0.0,1.27,2.37,3.81,0.85,0.51,0.34,0.0,38.9,0.08,1.19,2.46,1.44,0.68,0.08,0.17,0.08,0.0,0.25,0.17,0.0,0.0,0.08,0.0,0.0,2.71,1.44,1.69,0.85,0.17,1.19,1.44,82.4,0.25,0.76,0.34,0.42,2.8,5.51,2.29,0.0,63.6,4.24,23.0,33.1,8.31,0.68,63.6,0.68,0.25,37.5,0.34,50.0,33.2,152.7,73.0,0.68,0.25,0.08,0.42,0.25,33.5,1.61,0.0,0.0,0.0,0.59,0.34,0.0,2.37,1.44,0.0,0.0,0.0,7.29,0.93,1.95,32.4,95.22,Mediano
473,1409,1410,I�igo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,16,12,1155,12.8,0,0.7,0.08,11.1,0.0,0.0,26.7,0.0,0.0,0.0,44.1,57.0,77.5,730.1,245.6,21.7,25.1,86.6,18.6,23.4,79.3,2.89,5.63,51.4,0.08,0.7,3.91,0.47,0.31,4.45,57.0,47.1,9.69,1.09,0.0,0.31,2.81,8.44,0.16,0.0,0.08,0.0,44.1,0.16,1.09,1.88,1.48,0.23,0.08,0.0,0.08,0.0,0.23,0.16,0.08,0.0,0.0,0.0,0.0,1.48,1.02,1.17,0.31,0.0,0.63,1.09,57.1,0.47,0.94,0.16,0.78,1.02,2.5,2.19,0.08,66.8,2.81,18.3,32.6,17.0,1.02,66.8,1.48,0.86,57.9,0.47,31.6,36.8,199.4,116.2,2.89,1.72,0.47,1.25,0.23,36.2,4.3,0.08,0.0,0.0,1.09,0.39,0.08,2.81,1.02,0.0,0.0,0.0,8.28,1.25,0.63,66.7,95.13999999999999,Mediano
23,69,70,Jim Allevinah,GAB,DFFW,Clermont Foot,Ligue 1,27,1995,21,13,1220,13.6,1,1.4,0.29,21.1,0.05,0.25,17.2,0.0,0.0,0.0,24.3,31.2,77.8,332.3,68.6,14.7,17.0,86.6,7.43,9.63,77.1,0.88,1.99,44.4,0.0,0.66,1.25,0.37,0.22,1.99,31.2,30.1,1.03,0.15,0.0,0.07,2.57,0.81,0.0,0.0,0.0,0.0,24.3,0.0,1.4,1.91,1.54,0.07,0.22,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,1.91,1.1,1.18,0.44,0.29,1.03,2.87,35.9,1.84,1.25,0.07,1.18,0.66,2.57,0.66,0.0,43.8,1.47,8.9,18.9,16.9,3.16,43.8,4.04,1.69,41.8,1.91,47.3,33.5,250.3,109.4,3.38,2.28,0.59,2.28,2.06,30.5,6.4,0.15,0.0,0.0,1.03,2.21,0.07,2.57,1.1,0.0,0.0,0.0,5.81,0.29,0.66,30.8,94.88000000000001,Mediano
433,1295,1296,Jakub Kiwior,POL,DF,Spezia,Serie A,22,2000,17,17,1443,16.0,0,0.63,0.13,20.0,0.0,0.0,16.6,0.06,0.0,0.0,40.8,48.4,84.3,822.8,260.3,13.1,14.9,87.8,21.4,23.2,92.5,5.81,9.19,63.3,0.0,0.25,1.56,0.31,0.0,2.31,48.4,42.7,5.56,2.13,0.06,0.19,0.88,0.75,0.56,0.38,0.19,0.0,40.8,0.19,0.25,0.94,0.56,0.19,0.0,0.06,0.0,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.38,1.06,0.94,0.44,0.0,0.38,1.5,25.0,1.13,1.63,1.13,0.5,1.5,2.88,4.44,0.06,59.6,11.1,37.1,19.2,3.63,0.94,59.6,0.44,0.31,71.4,0.13,28.6,29.0,171.8,87.2,0.81,0.19,0.06,0.5,0.31,31.1,0.38,0.19,0.0,0.0,1.0,0.31,0.0,0.88,1.06,0.0,0.0,0.0,5.81,1.38,0.75,64.7,94.64000000000001,Mediano
465,1392,1393,Manuel Lazzari,ITA,DF,Lazio,Serie A,29,1993,18,15,1217,13.5,0,0.22,0.07,33.3,0.0,0.0,20.2,0.0,0.0,0.0,48.7,55.3,88.2,677.6,242.4,29.0,31.0,93.6,16.0,18.2,87.8,1.78,2.44,72.7,0.0,0.52,2.0,0.59,0.3,2.59,55.3,45.6,9.56,0.89,0.0,0.07,1.48,8.59,0.07,0.0,0.07,0.0,48.7,0.07,0.96,1.41,1.04,0.07,0.07,0.0,0.15,0.07,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.93,1.19,0.74,0.89,0.3,1.26,2.07,60.7,0.81,1.04,0.22,0.81,0.96,2.89,1.56,0.07,64.7,2.22,21.9,31.5,12.2,1.04,64.7,1.48,0.52,35.0,0.81,55.0,35.0,265.0,172.0,4.22,2.81,0.74,1.11,0.22,41.9,3.04,0.37,0.0,0.0,0.67,2.07,0.0,1.48,1.19,0.0,0.0,0.0,4.22,0.37,0.74,33.3,94.60000000000001,Mediano
728,2295,2296,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,16,14,1051,11.7,3,2.91,0.85,29.4,0.03,0.1,22.4,0.6,0.17,0.17,34.9,49.5,70.5,618.8,210.8,15.9,18.5,86.1,15.1,20.9,72.5,3.25,7.44,43.7,0.17,1.45,2.39,1.54,0.6,3.5,49.5,36.6,12.9,1.28,0.09,0.6,4.87,9.74,1.88,0.77,0.51,0.09,34.9,0.0,1.54,3.16,2.22,0.26,0.09,0.43,0.17,0.0,0.26,0.17,0.0,0.0,0.09,0.0,0.0,1.2,0.77,0.85,0.34,0.0,0.6,1.37,43.8,0.77,1.54,0.51,1.03,0.68,1.88,1.37,0.09,61.4,2.05,13.4,25.6,23.0,2.99,61.2,1.79,0.43,23.8,1.11,61.9,32.1,167.5,81.6,3.08,1.71,0.94,1.45,0.68,33.8,7.01,0.09,0.0,0.0,1.2,1.54,0.0,4.87,0.77,0.0,0.0,0.0,4.96,0.51,0.77,40.0,94.44000000000001,Mediano
300,872,873,Jos� Fonte,POR,DF,Lille,Ligue 1,39,1983,19,18,1589,17.7,1,0.62,0.11,18.2,0.09,0.5,13.3,0.0,0.0,0.0,58.8,66.0,89.1,1127.1,396.7,21.3,22.6,94.3,29.5,32.0,92.4,6.89,9.89,69.7,0.0,0.23,3.33,0.0,0.0,3.22,66.0,61.6,4.24,3.05,0.0,0.51,0.11,0.17,0.0,0.0,0.0,0.0,58.8,0.11,0.11,0.56,0.45,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,1.07,0.79,0.9,0.11,0.06,0.56,1.02,55.6,0.45,1.13,0.56,0.56,0.96,2.03,3.79,0.11,74.5,10.1,35.6,35.8,3.33,1.13,74.5,0.0,0.0,0.0,0.0,0.0,54.4,265.4,131.5,0.23,0.51,0.0,0.34,0.06,51.3,0.4,0.23,0.0,0.0,0.85,0.23,0.0,0.11,0.79,0.0,0.06,0.0,4.58,2.32,1.24,65.1,94.32000000000001,Mediano
705,2215,2216,Joe Scally,USA,DF,M'Gladbach,Bundesliga,20,2002,18,17,1514,16.8,0,0.3,0.06,20.0,0.0,0.0,13.1,0.0,0.0,0.0,36.3,46.1,78.8,571.4,166.1,19.0,21.7,87.9,14.4,17.0,84.6,2.26,4.46,50.7,0.0,0.42,1.19,0.65,0.36,2.08,46.1,36.3,9.82,1.13,0.0,0.06,1.49,8.69,0.0,0.0,0.0,0.0,36.3,0.0,1.61,1.37,0.95,0.12,0.06,0.06,0.18,0.0,0.18,0.12,0.06,0.0,0.0,0.0,0.0,1.25,0.83,0.95,0.3,0.0,0.95,1.25,76.2,0.3,0.71,0.3,0.42,0.3,1.55,2.44,0.0,54.5,3.04,17.9,24.8,11.8,0.89,54.5,1.07,0.42,38.9,0.54,50.0,26.5,116.8,52.0,0.83,0.83,0.0,0.89,0.6,30.7,2.8,0.06,0.0,0.0,0.42,2.32,0.06,1.49,0.83,0.0,0.0,0.0,3.63,0.65,0.36,64.7,94.21,Mediano
246,712,713,Dod�,BRA,DF,Fiorentina,Serie A,24,1998,17,15,1191,13.2,0,0.3,0.08,25.0,0.0,0.0,19.8,0.0,0.0,0.0,48.7,58.3,83.6,856.2,241.4,21.8,23.8,91.7,21.8,25.8,84.5,4.55,6.82,66.7,0.08,0.76,2.95,0.91,0.15,5.68,58.3,50.5,7.73,0.98,0.0,0.08,1.67,6.74,0.0,0.0,0.0,0.0,48.7,0.08,0.91,2.27,2.05,0.08,0.08,0.0,0.08,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.36,0.61,0.61,0.53,0.23,0.76,1.29,58.8,0.53,0.83,0.0,0.83,0.83,2.2,0.98,0.0,64.9,1.74,16.2,30.6,18.4,0.76,64.9,0.98,0.45,46.2,0.45,46.2,40.2,217.2,112.7,1.97,2.2,0.23,1.29,0.53,43.4,4.39,0.38,0.08,0.08,1.67,1.21,0.0,1.67,0.61,0.0,0.08,0.0,6.67,0.76,0.38,66.7,94.13,Mediano
33,91,92,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,26,1996,17,17,1477,16.4,1,0.67,0.3,45.5,0.09,0.2,11.0,0.0,0.0,0.0,50.9,63.8,79.8,1207.7,469.9,11.8,12.9,91.0,29.8,32.1,92.6,9.09,17.3,52.7,0.0,0.24,4.15,0.24,0.0,2.68,63.8,60.0,3.66,3.23,0.06,1.71,0.24,0.37,0.06,0.0,0.0,0.0,50.9,0.18,0.55,0.61,0.55,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,1.46,0.67,1.04,0.43,0.0,0.67,1.22,55.0,0.55,1.04,0.55,0.49,0.98,2.44,6.95,0.0,76.2,14.3,44.0,29.7,2.74,1.22,76.2,0.37,0.18,50.0,0.18,50.0,43.5,213.3,111.2,0.24,0.24,0.12,0.37,0.12,49.5,0.3,0.18,0.0,0.0,0.98,0.67,0.0,0.24,0.67,0.0,0.0,0.0,6.1,2.44,1.1,69.0,93.72,Mediano
718,2256,2257,Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,17,15,1355,15.1,1,1.19,0.26,22.2,0.06,0.25,20.4,0.0,0.0,0.0,23.8,37.0,64.4,406.1,172.1,11.7,14.2,82.7,8.68,14.3,60.6,2.65,6.03,44.0,0.07,0.99,2.12,1.13,0.79,2.65,37.0,29.0,7.75,0.2,0.13,0.33,4.77,6.82,0.73,0.0,0.66,0.0,23.8,0.26,0.79,2.65,1.92,0.33,0.0,0.2,0.2,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.99,1.32,1.06,0.53,0.4,1.06,1.39,76.2,0.33,0.79,0.13,0.66,1.59,3.58,1.92,0.0,47.7,1.66,12.4,18.6,17.5,1.26,47.7,1.46,0.4,27.3,0.66,45.5,22.5,137.1,81.6,2.52,1.52,0.13,1.13,0.86,23.6,4.04,0.33,0.0,0.0,1.79,1.66,0.2,4.77,1.32,0.0,0.0,0.0,5.36,1.19,0.79,60.0,93.58999999999999,Mediano
672,2106,2107,Ricardo Rodr�guez,SUI,DF,Torino,Serie A,30,1992,19,14,1373,15.3,0,0.39,0.13,33.3,0.0,0.0,25.2,0.07,0.0,0.0,48.6,58.8,82.6,880.6,305.5,20.8,22.8,91.4,22.3,25.0,89.0,4.51,8.89,50.7,0.0,0.78,4.12,0.65,0.33,4.58,58.8,54.9,3.79,1.9,0.0,0.78,2.35,0.98,0.59,0.39,0.2,0.0,48.6,0.13,0.72,1.96,1.7,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.24,1.18,0.59,0.39,1.05,1.37,76.2,0.33,1.18,0.65,0.52,1.37,3.53,2.29,0.0,67.8,4.58,26.3,32.9,9.02,0.39,67.8,0.46,0.2,42.9,0.26,57.1,38.3,195.0,107.9,1.31,1.7,0.2,0.33,0.26,44.4,0.98,0.0,0.0,0.0,1.05,0.46,0.0,2.35,1.24,0.0,0.0,0.0,5.82,1.18,1.37,46.2,93.33000000000001,Mediano
72,225,226,Rodrigo Bec�o,BRA,DF,Udinese,Serie A,27,1996,15,15,1322,14.7,1,0.61,0.2,33.3,0.11,0.33,10.1,0.0,0.0,0.0,40.6,51.8,78.3,765.2,324.3,16.0,18.2,88.0,19.4,22.7,85.6,4.69,8.44,55.6,0.07,0.48,3.33,0.14,0.07,3.81,51.8,43.9,7.89,2.18,0.0,0.27,0.48,5.71,0.0,0.0,0.0,0.0,40.6,0.07,1.43,1.22,0.68,0.27,0.0,0.07,0.14,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,3.13,1.43,2.24,0.75,0.14,1.56,1.84,85.2,0.27,1.56,0.95,0.61,0.68,3.81,2.11,0.0,61.2,4.69,28.5,25.6,7.41,1.63,61.2,0.41,0.2,50.0,0.2,50.0,31.4,135.9,79.8,0.41,0.48,0.07,0.41,0.14,34.7,2.11,0.41,0.0,0.0,1.29,1.16,0.27,0.48,1.43,0.0,0.0,0.07,5.78,2.18,1.16,65.3,93.29,Mediano
361,1081,1082,Hans Hateboer,NED,DF,Atalanta,Serie A,29,1994,17,17,1397,15.5,1,0.77,0.26,33.3,0.08,0.25,10.7,0.0,0.0,0.0,36.2,45.4,79.8,521.4,184.1,22.1,24.5,90.2,11.0,14.3,77.4,2.0,3.87,51.7,0.06,0.84,1.81,1.03,0.45,3.61,45.4,36.8,8.39,0.19,0.13,0.06,1.48,8.19,0.0,0.0,0.0,0.0,36.2,0.13,0.84,1.42,1.23,0.06,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.35,0.84,0.71,0.52,0.13,0.71,1.68,42.3,0.97,1.42,0.26,1.16,0.77,2.13,1.61,0.0,53.1,2.45,14.1,22.2,17.0,1.87,53.1,0.58,0.26,44.4,0.19,33.3,25.5,116.4,58.1,1.03,0.84,0.06,0.52,0.45,32.5,4.71,0.45,0.0,0.0,1.23,0.19,0.06,1.48,0.84,0.0,0.0,0.0,3.23,1.55,0.9,63.2,93.2,Mediano
