,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,score,Desempenho
54,163,164,Beno�t Badiashile,FRA,DF,Monaco,Ligue 1,21,2001,11,9,839,9.3,2,0.54,0.32,60.0,0.4,0.67,16.0,0.0,0.0,0.0,43.3,50.3,86.1,892.0,368.2,13.2,14.7,89.8,22.6,25.3,89.4,6.45,8.92,72.3,0.0,0.11,4.95,0.32,0.0,4.19,50.3,48.9,1.4,1.4,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0.0,0.22,0.43,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.86,0.65,0.43,0.0,0.54,1.08,50.0,0.54,0.97,0.65,0.32,1.83,2.9,4.3,0.11,61.1,8.82,25.8,34.8,1.4,0.75,61.1,0.11,0.0,0.0,0.11,100.0,43.2,227.7,119.8,0.32,0.32,0.11,0.32,0.0,37.5,0.0,0.32,0.0,0.0,1.08,0.43,0.0,0.0,0.86,0.0,0.0,0.0,7.2,2.26,0.75,75.0,69.5,Mediano
162,493,494,Vlad Chiriche?,ROU,DF,Cremonese,Serie A,33,1989,8,8,595,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,38.2,85.7,635.2,293.6,11.8,12.9,91.8,16.1,17.9,89.8,4.09,6.06,67.5,0.0,0.15,1.21,0.0,0.0,0.76,38.2,36.4,1.82,1.67,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,0.0,0.15,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,3.64,2.12,2.73,0.76,0.15,1.21,1.67,72.7,0.45,2.88,1.67,1.21,2.42,6.06,3.33,0.0,51.1,10.2,33.0,17.7,0.76,0.3,51.1,0.15,0.0,0.0,0.0,0.0,23.2,127.6,63.0,0.3,0.3,0.0,0.15,0.45,26.5,0.15,0.3,0.0,0.0,1.82,0.61,0.0,0.0,2.12,0.0,0.0,0.15,6.52,1.52,2.58,37.0,69.44000000000001,Mediano
44,146,147,C�dric Avinel,GLP,DF,Ajaccio,Ligue 1,36,1986,14,12,1102,12.2,1,0.16,0.08,50.0,0.5,1.0,1.2,0.0,0.0,0.0,32.1,37.5,85.6,630.7,220.4,9.43,10.4,90.6,18.6,20.3,91.5,3.69,5.82,63.4,0.0,0.0,0.66,0.0,0.0,1.56,37.5,36.5,1.07,1.07,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,32.1,0.0,0.16,0.25,0.08,0.08,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.66,0.25,0.33,0.33,0.0,0.25,0.33,75.0,0.08,0.9,0.66,0.25,0.82,1.48,4.1,0.08,45.2,5.0,24.9,20.2,0.25,0.08,45.2,0.08,0.0,0.0,0.0,0.0,29.4,155.5,74.7,0.16,0.08,0.0,0.16,0.0,27.4,0.0,0.08,0.08,0.0,0.57,0.08,0.0,0.0,0.25,0.0,0.16,0.0,4.1,1.48,0.9,62.1,69.42999999999999,Mediano
247,713,714,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,11,11,984,10.9,4,0.46,0.46,100.0,0.8,0.8,8.3,0.0,0.0,0.0,31.7,40.4,78.4,558.3,184.6,13.0,15.0,86.6,15.8,18.9,83.5,2.2,4.59,48.0,0.09,0.18,3.03,0.18,0.0,3.49,40.4,39.4,0.92,0.46,0.0,0.18,0.28,0.18,0.0,0.0,0.0,0.0,31.7,0.0,0.73,0.55,0.46,0.0,0.0,0.0,0.09,0.0,0.18,0.09,0.0,0.0,0.0,0.09,0.0,1.74,1.19,1.01,0.73,0.0,0.83,1.1,75.0,0.28,1.38,0.46,0.92,1.47,3.21,3.67,0.0,50.8,3.39,22.4,25.3,3.49,0.83,50.8,0.28,0.09,33.3,0.0,0.0,26.9,127.8,57.7,0.73,0.28,0.09,0.18,0.0,29.6,1.01,0.0,0.0,0.0,0.55,0.55,0.0,0.28,1.19,0.09,0.0,0.0,3.58,2.48,1.93,56.3,69.39000000000001,Mediano
411,1236,1237,Mathias J�rgensen,DEN,DF,Brentford,Premier League,32,1990,13,8,745,8.3,0,0.36,0.12,33.3,0.0,0.0,8.5,0.0,0.0,0.0,32.8,40.8,80.2,558.1,237.3,14.2,16.0,88.7,16.6,20.5,81.2,1.45,3.49,41.4,0.0,0.12,2.77,0.0,0.0,2.65,40.8,36.3,4.46,0.6,0.0,0.0,0.12,3.37,0.0,0.0,0.0,0.0,32.8,0.12,0.0,0.36,0.24,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,1.69,0.84,0.96,0.72,0.0,0.96,1.81,53.3,0.84,2.05,1.33,0.72,1.69,3.37,3.25,0.12,50.8,7.71,25.3,23.3,2.41,0.84,50.8,0.12,0.0,0.0,0.12,100.0,25.9,103.4,61.3,0.12,0.12,0.0,0.24,0.12,26.6,0.12,0.12,0.0,0.0,0.72,0.36,0.24,0.12,0.84,0.0,0.0,0.12,4.22,1.2,1.2,50.0,69.24,Mediano
120,377,378,Maxime Busi,BEL,DF,Reims,Ligue 1,23,1999,9,7,614,6.8,0,0.44,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,32.8,46.2,71.0,565.1,228.7,17.2,21.5,80.1,10.9,15.0,72.5,4.12,7.35,56.0,0.15,0.44,3.09,1.18,0.59,3.24,46.2,35.9,10.1,0.59,0.15,0.15,2.06,9.56,0.0,0.0,0.0,0.0,32.8,0.15,1.47,1.62,1.47,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.35,1.76,1.18,1.03,0.15,1.47,2.35,62.5,0.88,1.03,0.29,0.74,0.88,3.24,2.06,0.0,56.5,3.53,15.3,27.1,14.9,1.18,56.5,2.79,0.59,21.1,1.62,57.9,33.8,217.9,111.5,2.21,2.21,0.44,1.76,0.59,29.1,3.68,0.44,0.0,0.0,1.32,0.44,0.0,2.06,1.76,0.0,0.15,0.0,6.91,1.03,1.32,43.8,69.23,Mediano
795,2481,2482,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26,1996,13,5,446,5.0,0,1.4,0.4,28.6,0.0,0.0,15.5,0.0,0.0,0.0,55.2,72.0,76.7,952.2,247.0,26.4,30.4,86.8,20.4,24.6,82.9,6.8,13.0,52.3,0.6,2.6,2.2,1.2,0.6,3.6,72.0,54.4,17.4,2.8,0.0,0.2,11.2,10.2,4.4,1.4,2.8,0.0,55.2,0.2,1.2,3.8,1.4,2.0,0.0,0.4,0.0,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,1.8,1.0,1.4,0.4,0.0,1.4,2.0,70.0,0.6,1.2,0.2,1.0,1.0,2.8,1.8,0.0,84.0,3.4,18.4,28.4,37.6,3.8,84.0,1.8,0.4,22.2,1.2,66.7,41.4,247.6,130.2,3.6,1.6,0.8,2.0,0.8,49.0,12.0,0.2,0.0,0.0,0.8,0.8,0.0,11.2,1.0,0.0,0.0,0.0,4.8,1.2,1.0,54.5,69.2,Mediano
623,1919,1920,Alfonso Pedraza,ESP,DF,Villarreal,La Liga,26,1996,12,10,836,9.3,0,1.61,0.65,40.0,0.0,0.0,17.8,0.0,0.0,0.0,32.2,42.3,76.1,494.8,129.4,17.0,18.9,89.8,13.0,16.5,79.1,1.18,2.9,40.7,0.11,0.75,1.29,0.97,0.22,1.94,42.3,33.5,8.6,0.43,0.0,0.11,3.76,8.17,0.0,0.0,0.0,0.0,32.2,0.11,2.37,2.15,1.51,0.0,0.32,0.22,0.0,0.11,0.32,0.22,0.0,0.11,0.0,0.0,0.0,1.83,1.72,0.86,0.75,0.22,1.18,1.51,78.6,0.32,0.75,0.11,0.65,0.54,2.37,1.51,0.0,53.0,2.15,14.1,17.4,22.4,2.69,53.0,3.01,1.4,46.4,1.18,39.3,27.4,212.5,118.3,2.9,2.26,0.75,1.51,1.18,30.5,8.17,0.11,0.0,0.0,1.29,1.08,0.11,3.76,1.72,0.0,0.0,0.0,4.09,0.97,0.86,52.9,69.17,Mediano
303,881,882,Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,9,7,631,7.0,1,0.43,0.29,66.7,0.33,0.5,12.5,0.0,0.0,0.0,50.0,57.3,87.3,878.1,332.3,22.6,24.1,93.5,22.7,25.0,90.9,4.14,6.14,67.4,0.0,0.71,4.86,0.71,0.0,4.86,57.3,47.7,9.14,1.71,0.29,0.86,0.43,7.43,0.0,0.0,0.0,0.0,50.0,0.43,0.71,1.29,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,1.86,2.0,1.0,0.29,1.86,2.43,76.5,0.57,1.29,0.43,0.86,1.29,4.57,3.14,0.0,70.0,3.86,20.3,38.0,12.9,1.0,70.0,2.86,0.86,30.0,1.57,55.0,36.7,269.4,150.0,2.86,2.57,0.14,1.14,0.86,42.0,0.86,0.29,0.0,0.0,1.71,0.57,0.0,0.43,1.86,0.0,0.14,0.0,6.29,0.86,0.43,66.7,69.03,Mediano
549,1647,1648,Y�ld�r�m Mert �etin,TUR,DF,Lecce,Serie A,26,1997,1,1,20,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,66.7,190.0,40.0,5.0,5.0,100.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,40.0,10.0,25.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,5.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,69.0,Mediano
317,924,925,Eric Garc�a,ESP,DF,Barcelona,La Liga,22,2001,11,9,743,8.3,1,0.36,0.12,33.3,0.33,1.0,7.0,0.0,0.0,0.0,71.8,78.7,91.3,1390.6,486.5,24.8,26.1,94.9,38.2,40.1,95.2,8.19,11.2,73.1,0.0,0.0,6.51,0.24,0.0,4.94,78.7,75.3,3.13,2.29,0.0,0.96,0.0,0.72,0.0,0.0,0.0,0.0,71.8,0.24,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.33,1.33,0.48,0.24,0.6,0.84,71.4,0.24,1.57,0.72,0.84,1.57,3.61,1.57,0.12,87.2,6.63,38.6,46.9,2.53,0.36,87.2,0.24,0.0,0.0,0.24,100.0,59.9,293.0,164.2,1.33,1.08,0.0,0.24,0.0,66.0,0.0,0.24,0.0,0.0,1.45,0.12,0.0,0.0,1.33,0.0,0.12,0.0,6.14,0.96,0.96,50.0,68.92999999999999,Mediano
595,1812,1813,Gerzino Nyamsi,FRA,DF,Strasbourg,Ligue 1,26,1997,12,12,972,10.8,0,0.46,0.09,20.0,0.0,0.0,8.2,0.0,0.0,0.0,41.3,48.0,86.1,855.6,284.7,10.6,11.9,89.1,25.8,27.6,93.6,4.54,7.59,59.8,0.0,0.0,3.06,0.28,0.0,3.7,48.0,46.0,1.94,1.94,0.0,0.28,0.09,0.0,0.0,0.0,0.0,0.0,41.3,0.0,0.37,0.83,0.65,0.09,0.0,0.09,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,1.3,0.83,0.83,0.37,0.09,0.56,0.56,100.0,0.0,1.11,0.93,0.19,0.74,2.04,3.98,0.09,57.0,8.33,30.0,26.2,1.39,0.65,57.0,0.37,0.19,50.0,0.09,25.0,41.1,257.8,145.0,0.65,0.46,0.0,0.46,0.0,35.9,0.09,0.28,0.09,0.0,1.85,0.28,0.0,0.09,0.83,0.0,0.19,0.0,6.02,1.94,1.2,61.8,68.86,Mediano
776,2435,2436,Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,15,4,469,5.2,0,0.96,0.38,40.0,0.0,0.0,25.2,0.0,0.0,0.0,42.9,58.1,73.8,794.6,254.0,17.9,21.0,85.3,20.4,25.4,80.3,4.04,8.46,47.7,0.0,0.58,4.62,1.15,0.19,4.81,58.1,50.2,7.31,0.58,0.19,0.19,2.12,6.73,0.0,0.0,0.0,0.0,42.9,0.58,0.96,1.73,1.54,0.0,0.0,0.19,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,1.73,0.77,0.96,0.58,0.19,0.77,0.96,80.0,0.19,0.96,0.19,0.77,1.73,3.46,2.69,0.0,68.8,2.69,15.2,31.3,22.5,1.15,68.8,0.38,0.0,0.0,0.19,50.0,37.5,219.0,104.0,2.88,2.12,0.0,0.96,0.0,40.4,4.04,0.0,0.0,0.0,0.77,0.77,0.0,2.12,0.77,0.0,0.0,0.0,5.0,0.38,1.92,16.7,68.37,Mediano
739,2320,2321,Brandon Soppy,FRA,DF,Atalanta,Serie A,20,2002,10,7,523,5.8,0,0.86,0.17,20.0,0.0,0.0,21.2,0.0,0.0,0.0,32.9,42.6,77.3,485.5,208.6,18.3,20.3,89.8,12.1,16.4,73.7,1.55,3.1,50.0,0.52,1.38,3.28,1.21,0.34,4.66,42.6,33.8,8.79,0.0,0.17,0.0,2.07,8.79,0.0,0.0,0.0,0.0,32.9,0.0,1.38,2.93,2.24,0.0,0.17,0.0,0.52,0.0,1.03,0.86,0.0,0.0,0.0,0.17,0.0,1.03,0.52,0.34,0.69,0.0,0.34,0.86,40.0,0.52,1.38,0.0,1.38,0.34,1.38,1.21,0.0,55.3,1.38,13.1,25.2,17.9,2.76,55.3,3.28,0.86,26.3,1.38,42.1,30.7,174.8,101.4,3.45,1.72,0.86,2.24,1.21,31.9,5.0,0.34,0.0,0.0,2.41,2.59,0.17,2.07,0.52,0.17,0.0,0.0,7.41,0.34,0.34,50.0,68.32000000000001,Mediano
211,609,610,Pawe? Dawidowicz,POL,DF,Hellas Verona,Serie A,27,1995,11,10,745,8.3,1,0.84,0.24,28.6,0.14,0.5,10.7,0.0,0.0,0.0,29.5,40.8,72.3,528.4,218.7,13.1,15.3,85.8,12.7,16.5,76.6,3.01,7.47,40.3,0.0,0.12,2.65,0.12,0.0,2.65,40.8,37.1,3.73,1.08,0.0,0.0,0.84,2.65,0.0,0.0,0.0,0.0,29.5,0.0,0.36,0.6,0.48,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,1.81,1.69,0.84,0.12,1.45,1.69,85.7,0.24,0.84,0.6,0.24,0.96,3.61,3.73,0.0,51.0,5.18,24.5,21.9,5.18,1.08,51.0,0.48,0.12,25.0,0.12,25.0,20.5,110.7,61.6,1.45,0.84,0.12,0.48,0.12,24.2,0.6,0.6,0.12,0.0,2.53,0.72,0.0,0.84,1.81,0.0,0.0,0.0,6.39,2.05,1.2,63.0,68.17999999999999,Mediano
32,87,88,Bruno Amione,ARG,DF,Sampdoria,Serie A,21,2002,10,10,790,8.8,0,0.57,0.11,20.0,0.0,0.0,13.7,0.0,0.0,0.0,36.7,47.6,77.1,642.0,245.3,15.3,17.8,86.0,18.5,22.5,82.3,2.73,5.45,50.0,0.11,0.23,0.91,0.34,0.11,2.5,47.6,41.1,6.25,2.05,0.0,0.0,0.34,4.2,0.0,0.0,0.0,0.0,36.7,0.23,1.14,0.68,0.57,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,2.61,1.59,1.93,0.68,0.0,1.14,1.82,62.5,0.68,1.14,0.45,0.68,1.25,3.86,2.39,0.11,58.0,4.77,32.3,21.6,4.66,1.36,58.0,0.23,0.0,0.0,0.23,100.0,27.0,103.1,41.6,0.23,0.45,0.0,0.91,0.0,28.1,0.68,0.57,0.0,0.0,1.14,0.68,0.0,0.34,1.59,0.0,0.11,0.0,5.34,3.3,1.82,64.4,68.17,Mediano
619,1908,1909,Patric,ESP,DF,Lazio,Serie A,29,1993,11,9,805,8.9,0,0.11,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,56.0,63.7,87.8,1138.0,344.5,18.9,20.6,91.8,23.5,25.2,93.3,11.0,15.2,72.6,0.0,0.0,1.46,0.22,0.0,1.69,63.7,57.8,5.84,2.92,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.11,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.79,0.79,0.22,0.22,0.79,1.01,77.8,0.22,1.57,1.35,0.22,0.56,1.8,2.92,0.11,71.9,14.9,45.1,26.7,0.56,0.0,71.9,0.22,0.11,50.0,0.11,50.0,37.5,167.8,63.5,0.0,0.0,0.0,0.34,0.0,46.3,0.11,0.0,0.0,0.0,0.22,0.11,0.0,0.0,0.79,0.0,0.0,0.0,6.74,0.34,1.35,20.0,67.86999999999999,Mediano
156,480,481,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,23,1999,12,11,971,10.8,0,0.46,0.09,20.0,0.0,0.0,11.1,0.0,0.0,0.0,52.6,59.3,88.8,967.7,280.9,19.0,21.4,88.7,29.1,30.9,94.0,3.98,5.65,70.5,0.0,0.09,2.41,0.09,0.0,2.96,59.3,56.5,2.69,1.11,0.0,0.37,0.19,1.57,0.0,0.0,0.0,0.0,52.6,0.09,0.65,0.46,0.28,0.0,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.48,0.93,1.02,0.19,0.28,0.93,1.48,62.5,0.56,0.74,0.28,0.46,1.2,2.69,3.15,0.09,68.8,7.04,35.1,29.4,4.44,0.83,68.8,0.37,0.19,50.0,0.09,25.0,41.4,150.6,78.4,0.74,0.37,0.0,0.46,0.37,47.2,0.74,0.28,0.0,0.0,0.65,0.46,0.0,0.19,0.93,0.0,0.0,0.09,4.81,1.76,1.39,55.9,67.83999999999999,Mediano
45,148,149,Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,21,2002,10,1,295,3.3,0,1.52,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,24.5,40.9,60.0,435.8,149.4,11.5,15.8,73.1,10.0,15.8,63.5,2.42,4.24,57.1,0.0,0.3,1.21,0.0,0.0,1.21,40.9,30.9,9.09,0.3,0.3,0.0,2.73,8.79,0.0,0.0,0.0,0.0,24.5,0.91,1.82,1.52,0.61,0.3,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,2.73,1.82,1.82,0.3,1.52,3.33,45.5,1.82,1.82,0.0,1.82,1.52,5.45,1.82,0.0,59.1,3.03,17.3,26.7,16.4,1.52,59.1,3.33,0.91,27.3,1.82,54.5,23.6,148.8,59.7,1.52,2.12,0.61,3.03,0.61,24.2,2.42,0.0,0.0,0.0,1.21,0.61,0.0,2.73,2.73,0.0,0.0,0.0,7.27,2.12,2.12,50.0,67.75,Mediano
262,769,770,Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,16,5,622,6.9,1,0.72,0.14,20.0,0.2,1.0,17.3,0.0,0.0,0.0,29.1,41.2,70.8,495.7,205.7,13.0,16.8,77.6,12.6,16.7,75.7,2.9,5.22,55.6,0.0,0.58,2.75,1.01,0.58,3.33,41.2,35.7,5.51,0.14,0.0,0.14,2.61,5.36,0.0,0.0,0.0,0.0,29.1,0.0,2.03,2.03,1.3,0.29,0.0,0.29,0.14,0.0,0.29,0.14,0.0,0.0,0.0,0.14,0.0,2.32,1.74,1.16,1.01,0.14,1.59,1.88,84.6,0.29,0.72,0.14,0.58,0.43,2.75,2.75,0.0,51.6,3.19,18.0,17.5,16.7,1.74,51.6,1.88,0.43,23.1,1.01,53.8,25.5,156.4,74.1,2.03,1.01,0.14,0.87,0.72,25.9,3.62,0.43,0.0,0.0,2.32,1.16,0.14,2.61,1.74,0.0,0.0,0.0,5.51,1.3,0.87,60.0,67.49,Mediano
633,1961,1962,Giuseppe Pezzella,ITA,DF,Lecce,Serie A,25,1997,10,7,647,7.2,0,0.28,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,41.1,52.2,78.7,667.1,261.0,20.6,23.1,89.2,17.1,21.4,79.9,2.78,5.42,51.3,0.14,0.42,4.17,1.11,0.28,6.81,52.2,39.6,12.5,1.25,0.0,0.42,2.78,11.1,0.14,0.0,0.14,0.0,41.1,0.14,1.39,1.53,1.53,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,2.36,0.97,1.81,0.28,0.28,1.11,1.94,57.1,0.83,1.11,0.28,0.83,0.83,3.19,2.92,0.14,64.4,3.75,22.9,24.4,17.5,0.69,64.4,1.81,0.42,23.1,0.97,53.8,30.7,188.6,95.8,2.08,1.53,0.14,1.53,1.11,31.3,3.89,0.14,0.0,0.0,1.81,0.83,0.14,2.78,0.97,0.0,0.0,0.0,5.42,0.69,0.56,55.6,67.44,Mediano
527,1593,1594,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,10,10,876,9.7,0,0.1,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,34.4,44.7,77.0,669.1,211.5,11.1,13.1,85.0,19.9,23.6,84.3,3.09,6.39,48.4,0.0,0.1,1.24,0.21,0.1,1.55,44.7,39.5,5.15,1.75,0.0,0.1,0.31,3.3,0.0,0.0,0.0,0.0,34.4,0.1,1.03,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1.13,1.55,0.52,0.21,1.24,2.37,52.2,1.13,0.93,0.52,0.41,1.13,3.4,2.78,0.0,53.7,5.26,29.8,21.1,3.2,0.21,53.7,0.52,0.21,40.0,0.31,60.0,26.4,120.7,60.8,0.62,0.41,0.0,0.52,0.1,28.2,0.0,0.0,0.0,0.0,0.93,0.41,0.0,0.31,1.13,0.0,0.0,0.0,5.36,1.75,1.55,53.1,67.42,Mediano
299,871,872,Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,8,7,623,6.9,0,0.14,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,46.1,56.7,81.3,791.7,214.8,20.0,23.2,86.3,20.9,24.5,85.2,3.62,5.36,67.6,0.0,1.45,2.46,0.87,0.58,3.33,56.7,46.5,9.86,0.58,0.0,0.14,2.46,9.28,0.0,0.0,0.0,0.0,46.1,0.29,1.88,2.32,2.03,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.01,0.43,0.58,0.29,0.72,1.3,55.6,0.58,0.58,0.43,0.14,2.03,3.33,0.72,0.0,64.1,2.61,14.8,30.6,19.1,1.16,64.1,0.87,0.72,83.3,0.0,0.0,42.9,237.0,99.4,2.17,1.74,0.0,1.74,0.29,37.5,8.12,0.0,0.0,0.0,1.3,1.01,0.29,2.46,1.01,0.0,0.0,0.0,7.54,0.43,0.72,37.5,67.26,Mediano
403,1210,1211,Ben Johnson,ENG,DF,West Ham,Premier League,23,2000,10,6,554,6.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,54.8,72.9,752.6,262.3,16.1,18.5,87.0,18.7,22.1,84.7,4.52,10.8,41.8,0.0,0.48,3.06,0.81,0.48,3.87,54.8,47.7,6.94,0.97,0.0,0.97,1.77,5.65,0.0,0.0,0.0,0.0,40.0,0.16,1.45,1.29,1.13,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.45,1.45,0.16,0.48,1.13,1.45,77.8,0.32,1.45,0.48,0.97,0.97,3.06,3.71,0.16,65.2,5.48,27.9,28.5,9.35,0.16,65.2,1.77,0.97,54.5,0.32,18.2,28.4,146.1,64.4,1.29,0.65,0.0,1.13,0.81,34.8,1.45,0.0,0.0,0.0,0.32,0.32,0.0,1.77,1.45,0.0,0.0,0.0,6.45,1.61,0.97,62.5,67.16,Mediano
487,1458,1459,David L�pez,ESP,DF,Girona,La Liga,33,1989,11,11,932,10.4,2,0.77,0.48,62.5,0.25,0.4,15.0,0.0,0.0,0.0,54.4,60.3,90.3,1014.5,340.7,19.6,21.2,92.7,29.9,31.1,96.3,4.13,6.54,63.2,0.1,0.48,3.65,0.1,0.0,3.27,60.3,57.6,2.4,1.83,0.0,0.48,0.0,0.19,0.0,0.0,0.0,0.0,54.4,0.29,0.29,0.67,0.58,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.44,0.96,0.58,0.77,0.1,0.77,0.87,88.9,0.1,1.35,0.87,0.48,0.48,1.92,3.75,0.1,69.2,9.62,36.0,31.0,2.6,0.96,69.2,0.29,0.29,100.0,0.0,0.0,42.5,219.1,136.1,1.54,0.38,0.0,0.38,0.0,48.8,0.0,0.29,0.0,0.0,0.87,0.87,0.29,0.0,0.96,0.0,0.0,0.0,5.19,1.92,1.44,57.1,67.03,Mediano
285,835,836,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,12,9,886,9.8,0,0.2,0.1,50.0,0.0,0.0,9.7,0.0,0.0,0.0,33.1,45.0,73.5,647.6,214.1,10.8,13.4,80.9,18.6,22.1,83.9,3.27,7.55,43.2,0.1,0.2,2.14,0.2,0.0,3.27,45.0,43.1,1.84,1.63,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,33.1,0.1,0.92,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.94,1.33,1.12,0.71,0.1,0.92,1.53,60.0,0.61,1.63,0.82,0.82,1.73,3.67,4.49,0.1,58.2,6.73,31.6,25.2,1.73,0.82,58.2,0.71,0.2,28.6,0.31,42.9,28.9,150.8,70.2,0.82,0.1,0.0,0.71,0.31,28.9,0.41,0.1,0.0,0.0,1.63,0.82,0.0,0.1,1.33,0.0,0.0,0.0,5.1,2.96,3.78,43.9,66.79,Mediano
