,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,GPJ,score,Desempenho
963,2651,2652,Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,27,1995,19,19,1594,17.7,2,1.47,0.45,30.8,0.08,0.25,15.5,0.0,0.0,0.0,54.7,62.9,87.1,777.3,191.6,31.8,34.4,92.4,18.0,20.2,88.8,2.43,3.9,62.3,0.23,0.9,5.08,0.79,0.0,5.59,62.9,62.1,0.68,0.56,0.06,0.0,0.51,0.11,0.0,0.0,0.0,0.0,54.7,0.11,0.96,2.37,1.98,0.0,0.0,0.17,0.06,0.17,0.34,0.34,0.0,0.0,0.0,0.0,0.0,1.98,1.19,0.62,0.96,0.4,0.56,1.58,35.7,1.02,1.53,0.06,1.47,1.19,3.16,0.96,0.0,75.7,1.75,13.7,41.9,21.4,2.88,75.7,2.43,1.02,41.9,1.19,48.8,48.8,218.8,92.8,1.47,1.47,0.28,2.03,1.64,58.6,3.84,0.11,0.0,0.0,0.96,1.58,0.11,0.51,1.19,0.06,0.0,0.0,6.61,1.64,0.85,65.9,0.10526315789473684,82.59,Bom
521,1465,1466,Jordan Lotomba,SUI,DFMF,Nice,Ligue 1,24,1998,22,18,1638,18.2,0,0.38,0.16,42.9,0.0,0.0,20.6,0.0,0.0,0.0,41.7,50.4,82.8,600.7,220.0,25.4,28.4,89.7,13.6,16.5,82.1,1.54,2.8,54.9,0.05,0.6,2.69,0.88,0.38,3.74,50.4,41.5,8.74,0.66,0.11,0.0,1.7,8.08,0.0,0.0,0.0,0.0,41.7,0.11,1.37,1.7,1.32,0.11,0.05,0.05,0.11,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.2,1.32,1.21,0.82,0.16,1.26,1.59,79.3,0.33,1.65,0.44,1.21,1.21,3.41,1.92,0.0,61.6,3.74,19.9,30.6,12.0,0.66,61.6,2.36,1.1,46.5,0.99,41.9,39.9,276.3,153.1,3.02,2.03,0.27,1.32,0.88,37.4,3.19,0.16,0.0,0.0,0.77,0.99,0.0,1.7,1.32,0.0,0.0,0.0,4.4,0.88,0.71,55.2,0.0,82.46000000000001,Bom
788,2176,2177,Lazar Samardzic,GER,MF,Udinese,Serie A,20,2002,20,7,836,9.3,4,3.33,1.29,38.7,0.13,0.33,24.4,0.43,0.0,0.0,36.7,45.9,79.9,719.5,227.6,15.6,16.5,94.8,12.7,15.3,83.1,7.1,11.7,60.6,0.11,2.9,4.41,1.29,0.22,6.02,45.9,39.6,6.13,2.15,0.11,1.18,5.16,0.22,3.76,1.94,0.97,0.0,36.7,0.22,0.65,6.02,3.23,1.51,0.54,0.54,0.11,0.11,0.43,0.22,0.11,0.0,0.0,0.0,0.11,1.83,0.86,0.54,0.97,0.32,0.86,2.04,42.1,1.18,0.65,0.0,0.65,0.75,2.58,0.65,0.0,58.3,0.86,7.74,27.7,23.8,2.9,58.3,3.44,1.29,37.5,2.04,59.4,33.9,206.3,86.7,2.15,1.83,0.65,2.15,1.51,36.8,3.23,0.0,0.0,0.0,1.18,0.75,0.0,5.16,0.86,0.0,0.0,0.0,7.1,0.54,1.51,26.3,0.2,82.34,Bom
559,1555,1556,R?zvan Marin,ROU,MF,Empoli,Serie A,26,1996,21,16,1503,16.7,2,1.26,0.42,33.3,0.1,0.29,26.9,0.24,0.0,0.0,44.2,54.9,80.6,788.8,280.2,19.8,20.6,95.9,17.5,21.0,83.7,5.27,9.46,55.7,0.12,1.8,3.53,0.96,0.24,4.13,54.9,47.8,6.65,3.71,0.12,0.48,3.77,0.12,2.81,1.08,1.14,0.0,44.2,0.36,1.08,3.17,2.04,1.02,0.0,0.06,0.06,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,1.98,0.96,1.2,0.78,0.0,0.78,1.32,59.1,0.54,1.2,0.6,0.6,0.72,2.69,1.14,0.0,62.9,3.23,17.3,32.7,13.7,0.36,62.9,1.2,0.6,50.0,0.54,45.0,37.2,188.7,85.1,1.26,1.62,0.06,0.78,0.84,40.1,0.66,0.3,0.0,0.0,1.08,0.78,0.0,3.77,0.96,0.0,0.06,0.0,5.75,0.48,0.42,53.3,0.09523809523809523,82.11,Bom
92,239,240,Haris Belkebla,ALG,MF,Brest,Ligue 1,29,1994,22,16,1492,16.6,1,0.42,0.12,28.6,0.14,0.5,24.7,0.0,0.0,0.0,36.1,43.2,83.7,642.8,172.5,14.9,16.9,88.6,16.4,18.4,89.2,3.8,5.6,67.7,0.0,0.54,3.98,0.42,0.06,4.88,43.2,41.8,1.2,0.9,0.06,0.36,0.42,0.18,0.0,0.0,0.0,0.0,36.1,0.18,0.9,1.69,1.45,0.0,0.0,0.0,0.12,0.12,0.06,0.0,0.0,0.0,0.0,0.06,0.0,2.65,1.69,1.14,1.27,0.24,1.63,2.65,61.4,1.02,1.14,0.18,0.96,1.75,4.4,0.72,0.18,53.7,2.11,12.0,34.4,8.01,0.54,53.7,1.14,0.24,21.1,0.6,52.6,39.0,206.1,88.6,0.72,1.02,0.18,1.2,0.84,33.7,1.27,0.06,0.0,0.0,0.96,1.87,0.0,0.42,1.69,0.0,0.0,0.0,6.81,0.78,0.96,44.8,0.045454545454545456,82.01,Bom
722,2011,2012,Mehdi Puch Herrantz,FRA,MF,Ajaccio,Ligue 1,19,2004,1,0,9,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,66.7,640.0,260.0,20.0,30.0,66.7,20.0,30.0,66.7,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,90.0,0.0,0.0,30.0,60.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,50.0,280.0,200.0,10.0,10.0,10.0,10.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,82.0,Bom
625,1753,1754,Vitaliy Mykolenko,UKR,DFMF,Everton,Premier League,23,1999,21,21,1778,19.8,0,0.35,0.1,28.6,0.0,0.0,22.6,0.0,0.0,0.0,34.8,45.7,76.1,548.4,200.6,18.7,20.9,89.6,13.2,17.3,76.1,2.27,5.1,44.6,0.0,0.66,3.18,0.86,0.4,3.54,45.7,37.3,8.08,0.4,0.05,0.05,1.77,7.58,0.1,0.05,0.05,0.0,34.8,0.35,0.96,1.57,1.36,0.05,0.0,0.1,0.05,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,1.72,0.86,1.26,0.45,0.0,0.76,1.36,55.6,0.61,1.67,0.66,1.01,1.31,3.03,3.08,0.0,56.2,3.99,19.5,24.7,12.4,0.81,56.2,0.86,0.35,41.2,0.51,58.8,24.1,105.4,54.9,1.26,1.26,0.15,0.81,0.3,29.2,2.37,0.15,0.0,0.0,0.96,0.66,0.0,1.77,0.86,0.0,0.0,0.0,4.9,0.71,1.26,35.9,0.0,81.97,Bom
917,2538,2539,Mikel Vesga,ESP,MF,Athletic Club,La Liga,29,1993,20,16,1485,16.5,2,0.73,0.06,8.3,0.08,1.0,24.6,0.0,0.06,0.06,44.5,54.1,82.4,805.7,253.3,20.1,23.5,85.8,17.8,20.3,87.8,5.52,7.39,74.6,0.12,0.97,7.15,0.79,0.18,7.39,54.1,53.5,0.24,0.24,0.12,0.85,0.36,0.0,0.0,0.0,0.0,0.0,44.5,0.36,0.61,2.12,1.94,0.0,0.0,0.06,0.06,0.06,0.24,0.12,0.0,0.0,0.0,0.06,0.06,1.82,0.97,0.55,1.03,0.24,0.85,2.55,33.3,1.7,1.15,0.24,0.91,1.27,3.09,1.45,0.06,63.9,2.24,11.5,40.2,12.7,0.85,63.8,0.36,0.12,33.3,0.24,66.7,35.9,156.6,75.8,0.79,1.03,0.12,1.58,0.73,41.8,1.15,0.18,0.0,0.0,1.52,0.73,0.0,0.36,0.97,0.06,0.0,0.0,7.15,2.18,1.64,57.1,0.1,81.56000000000003,Bom
682,1903,1904,Thomas Partey,GHA,MF,Arsenal,Premier League,29,1993,18,18,1539,17.1,2,1.29,0.18,13.6,0.09,0.67,20.7,0.0,0.0,0.0,61.6,71.5,86.2,1084.0,331.8,27.6,30.6,90.1,26.0,29.2,89.0,6.49,9.06,71.6,0.0,1.11,8.07,0.76,0.06,7.89,71.5,69.3,1.99,0.99,0.29,0.47,0.18,0.99,0.0,0.0,0.0,0.0,61.6,0.18,0.64,3.04,2.51,0.12,0.06,0.12,0.06,0.18,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.46,1.4,0.76,1.11,0.58,0.99,1.93,51.5,0.94,0.82,0.23,0.58,1.17,3.63,1.7,0.06,82.3,2.75,15.6,51.2,16.1,0.82,82.3,1.4,0.99,70.8,0.29,20.8,48.7,224.2,118.0,0.88,1.17,0.06,1.23,0.64,59.6,0.99,0.12,0.0,0.0,1.11,0.64,0.0,0.18,1.4,0.0,0.0,0.0,8.01,1.17,0.94,55.6,0.1111111111111111,81.48,Bom
783,2164,2165,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,22,18,1567,17.4,1,1.61,0.46,28.6,0.04,0.13,23.7,0.11,0.0,0.0,40.7,50.9,80.1,812.9,241.1,14.7,16.6,88.9,16.2,19.3,84.2,7.76,11.6,66.8,0.11,1.95,5.4,1.15,0.4,7.24,50.9,46.6,3.85,1.67,0.23,1.26,4.66,0.06,2.01,0.63,1.15,0.0,40.7,0.4,0.75,3.62,2.82,0.46,0.06,0.17,0.11,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.47,1.26,1.21,0.98,0.29,1.21,2.3,52.5,1.09,0.86,0.06,0.8,1.38,3.85,0.46,0.0,59.9,1.03,8.91,33.3,18.4,1.55,59.9,1.44,0.75,52.0,0.34,24.0,45.0,268.5,110.6,2.3,1.9,0.17,1.15,0.75,42.1,4.08,0.06,0.0,0.0,0.75,1.09,0.29,4.66,1.26,0.0,0.0,0.0,5.69,0.34,0.17,66.7,0.045454545454545456,81.32000000000001,Bom
512,1448,1449,Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,21,19,1745,19.4,1,0.26,0.1,40.0,0.2,0.5,21.9,0.0,0.0,0.0,63.1,67.0,94.2,1037.0,261.3,31.6,33.0,95.9,24.7,25.9,95.4,5.1,5.93,86.1,0.05,0.46,6.29,0.31,0.0,4.9,67.0,65.9,1.08,0.88,0.0,0.41,0.0,0.05,0.0,0.0,0.0,0.0,63.1,0.0,0.21,2.22,2.06,0.0,0.0,0.05,0.1,0.0,0.26,0.21,0.0,0.0,0.05,0.0,0.0,2.53,1.24,1.13,0.98,0.41,1.19,1.8,65.7,0.62,0.88,0.26,0.62,0.41,2.94,0.52,0.0,73.6,2.27,15.8,47.8,10.4,0.36,73.6,0.72,0.46,64.3,0.15,21.4,47.9,233.3,91.1,1.24,1.8,0.21,0.72,0.41,57.4,0.93,0.05,0.0,0.0,0.72,1.91,0.0,0.0,1.24,0.0,0.0,0.0,7.11,0.41,0.57,42.1,0.047619047619047616,81.23999999999998,Bom
823,2268,2269,Bernardo Silva,POR,MFFW,Manchester City,Premier League,28,1994,20,16,1410,15.7,2,1.08,0.32,29.4,0.12,0.4,18.2,0.0,0.0,0.0,52.7,61.3,85.9,837.1,150.3,28.9,31.2,92.4,18.2,20.7,88.0,3.82,5.73,66.7,0.32,1.46,3.18,1.34,0.38,4.9,61.3,59.0,2.17,0.45,0.06,0.38,3.12,1.21,0.45,0.0,0.13,0.0,52.7,0.13,0.96,3.5,2.87,0.06,0.25,0.06,0.19,0.06,0.57,0.51,0.0,0.0,0.0,0.06,0.0,1.97,0.89,0.45,1.15,0.38,0.89,1.78,50.0,0.89,0.96,0.19,0.76,0.64,2.61,0.25,0.0,71.7,1.15,9.94,31.8,30.5,4.2,71.7,2.99,1.34,44.7,1.27,42.6,44.2,313.9,160.4,4.14,3.31,1.53,1.21,1.46,53.8,8.73,0.13,0.0,0.0,0.64,0.7,0.13,3.12,0.89,0.06,0.0,0.0,4.46,0.13,0.32,28.6,0.1,81.18999999999998,Bom
620,1738,1739,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,19,16,1437,16.0,3,2.0,0.63,31.3,0.09,0.3,17.8,0.0,0.0,0.0,22.2,30.1,73.8,359.8,120.6,10.9,13.7,79.5,7.88,9.88,79.7,2.19,4.13,53.0,0.06,0.94,2.63,0.31,0.06,3.0,30.1,29.9,0.19,0.19,0.19,0.19,0.69,0.0,0.0,0.0,0.0,0.0,22.2,0.0,1.0,2.44,1.75,0.0,0.13,0.19,0.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.94,0.56,1.31,0.25,0.88,1.81,48.3,0.94,1.19,0.31,0.88,1.06,3.19,1.63,0.0,42.3,2.38,9.56,23.0,10.6,2.44,42.3,1.63,0.75,46.2,0.63,38.5,28.4,144.6,64.5,1.13,0.63,0.13,2.0,0.63,25.3,2.06,0.25,0.0,0.0,1.88,1.5,0.13,0.69,0.94,0.0,0.0,0.0,5.75,1.75,1.31,57.1,0.15789473684210525,80.99999999999999,Bom
355,993,994,Mario G�tze,GER,MF,Eint Frankfurt,Bundesliga,30,1992,19,19,1603,17.8,2,0.96,0.34,35.3,0.12,0.33,18.6,0.0,0.0,0.0,37.9,50.4,75.3,549.7,156.7,21.6,25.2,85.7,12.4,15.6,79.1,1.91,4.49,42.5,0.06,1.35,2.92,1.29,0.34,4.78,50.4,47.0,2.92,0.96,0.45,0.28,2.02,0.39,0.62,0.17,0.39,0.0,37.9,0.51,1.63,3.26,2.75,0.28,0.0,0.17,0.0,0.06,0.67,0.56,0.0,0.0,0.11,0.0,0.0,1.35,0.73,0.39,0.62,0.34,0.45,1.52,29.6,1.07,0.9,0.0,0.9,0.62,1.97,0.39,0.0,59.7,0.67,7.58,31.6,21.2,2.25,59.7,2.3,0.79,34.1,1.35,58.5,35.3,146.4,68.5,1.85,1.69,0.28,1.91,1.4,43.3,5.96,0.06,0.0,0.0,0.79,1.63,0.11,2.02,0.73,0.0,0.0,0.0,5.79,0.0,0.34,0.0,0.10526315789473684,80.99000000000002,Bom
162,429,430,Maxence Caqueret,FRA,MF,Lyon,Ligue 1,22,2000,20,17,1463,16.3,1,0.98,0.43,43.8,0.06,0.14,21.0,0.12,0.0,0.0,49.4,58.7,84.2,808.1,250.6,24.2,27.7,87.4,19.9,22.1,90.0,3.68,5.89,62.5,0.18,1.84,7.91,1.23,0.18,7.06,58.7,55.9,2.76,0.86,0.25,0.18,2.58,0.18,1.66,0.8,0.55,0.0,49.4,0.06,1.04,4.05,3.01,0.37,0.31,0.18,0.12,0.06,0.49,0.31,0.0,0.06,0.06,0.0,0.06,3.13,1.66,0.98,1.35,0.8,1.78,3.99,44.6,2.21,1.53,0.06,1.47,0.98,4.11,0.86,0.0,70.5,1.9,10.3,39.4,21.5,2.15,70.5,2.02,0.74,36.4,0.98,48.5,54.8,260.6,99.7,1.1,2.7,0.31,2.21,1.29,49.6,3.25,0.12,0.0,0.0,1.66,0.92,0.12,2.58,1.66,0.0,0.0,0.0,7.67,0.55,0.8,40.9,0.05,80.68,Bom
343,968,969,Angel Gomes,ENG,MF,Lille,Ligue 1,22,2000,21,21,1675,18.6,2,1.51,0.43,28.6,0.04,0.13,24.9,0.11,0.05,0.05,47.4,55.9,84.9,818.0,216.3,21.8,24.0,90.6,19.0,21.0,90.5,4.89,8.23,59.5,0.16,1.29,5.59,0.75,0.0,5.05,55.9,52.9,2.9,1.51,0.11,0.75,1.99,0.0,1.29,0.48,0.54,0.0,47.4,0.05,0.65,3.12,2.04,0.43,0.27,0.0,0.38,0.0,0.48,0.38,0.0,0.05,0.0,0.05,0.0,1.45,0.75,0.48,0.65,0.32,0.65,1.61,40.0,0.97,0.7,0.11,0.59,0.48,1.94,0.32,0.05,63.5,0.86,10.7,37.1,16.1,1.45,63.4,1.83,1.02,55.9,0.38,20.6,52.8,252.3,105.9,1.24,1.29,0.32,1.51,1.02,50.9,3.76,0.22,0.0,0.0,1.94,1.51,0.0,1.99,0.75,0.11,0.0,0.0,4.46,0.16,1.08,13.0,0.09523809523809523,80.58999999999999,Bom
691,1926,1927,Lorenzo Pellegrini,ITA,MF,Roma,Serie A,26,1996,19,19,1610,17.9,2,2.01,0.56,27.8,0.0,0.0,22.3,0.17,0.11,0.17,30.3,40.8,74.4,526.1,160.1,14.1,16.4,85.7,10.4,12.8,80.9,4.3,8.6,50.0,0.28,2.4,2.4,0.73,0.11,3.8,40.8,34.4,6.37,2.63,0.39,0.39,5.08,0.11,3.3,1.45,1.84,0.0,30.3,0.0,0.89,4.41,2.29,1.56,0.17,0.22,0.11,0.06,0.5,0.11,0.34,0.0,0.06,0.0,0.0,1.79,0.95,0.78,0.84,0.17,0.67,1.4,48.0,0.73,1.06,0.11,0.95,0.84,2.63,0.61,0.0,53.4,0.84,6.93,28.7,18.3,1.96,53.2,2.74,1.06,38.8,1.34,49.0,28.9,173.6,72.1,2.18,1.4,0.22,2.01,1.06,34.5,4.13,0.11,0.0,0.0,0.84,2.07,0.22,5.08,0.95,0.0,0.0,0.0,4.58,0.39,0.89,30.4,0.10526315789473684,80.56,Bom
490,1391,1392,Darko Lazovi?,SRB,DFMF,Hellas Verona,Serie A,32,1990,17,16,1323,14.7,3,1.7,0.54,32.0,0.12,0.38,19.2,0.07,0.0,0.0,21.1,33.4,63.1,354.6,149.7,10.0,12.8,78.2,7.96,11.3,70.5,2.31,5.92,39.1,0.2,1.36,1.9,1.43,0.61,3.61,33.4,28.8,4.15,0.27,0.14,0.07,4.35,2.72,1.16,0.54,0.34,0.0,21.1,0.41,1.7,2.24,1.5,0.54,0.07,0.0,0.0,0.14,0.2,0.07,0.14,0.0,0.0,0.0,0.0,1.16,0.61,0.41,0.54,0.2,0.41,1.09,37.5,0.68,0.54,0.14,0.41,0.68,1.84,0.88,0.0,42.6,1.29,7.48,16.1,19.7,2.59,42.6,2.11,0.48,22.6,1.43,67.7,21.0,130.3,76.7,2.99,1.56,0.95,1.5,0.54,25.4,6.87,0.0,0.0,0.0,0.34,0.14,0.41,4.35,0.61,0.0,0.0,0.0,5.51,0.34,0.88,27.8,0.17647058823529413,80.52000000000001,Bom
301,842,843,�lex Fern�ndez,ESP,MFFW,C�diz,La Liga,30,1992,19,14,1228,13.6,3,0.88,0.51,58.3,0.17,0.29,12.4,0.0,0.07,0.07,34.3,40.4,84.7,576.8,166.6,17.6,19.0,92.7,11.7,13.3,87.8,3.97,6.32,62.8,0.0,0.81,3.38,0.15,0.07,3.9,40.4,37.3,3.16,1.84,0.07,0.59,1.62,0.07,0.81,0.22,0.37,0.0,34.3,0.0,0.29,1.91,1.47,0.29,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.88,0.44,0.44,0.22,0.22,0.29,0.66,44.4,0.37,0.81,0.07,0.74,0.51,1.4,1.03,0.0,47.9,1.99,10.1,27.0,11.0,1.47,47.8,0.37,0.07,20.0,0.15,40.0,26.7,119.6,51.7,1.03,1.1,0.22,1.1,1.47,33.6,1.47,0.0,0.0,0.0,0.22,0.88,0.0,1.62,0.44,0.0,0.0,0.0,4.49,0.66,1.32,33.3,0.15789473684210525,80.51999999999998,Bom
880,2432,2433,Kh�phren Thuram-Ulie,FRA,MF,Nice,Ligue 1,21,2001,23,18,1588,17.6,1,1.08,0.28,26.3,0.05,0.2,18.9,0.0,0.0,0.0,42.5,49.8,85.4,685.1,161.0,21.1,23.5,90.1,16.9,18.9,89.8,3.07,4.66,65.9,0.17,1.08,3.52,0.68,0.06,4.2,49.8,48.9,0.63,0.51,0.11,0.17,0.68,0.11,0.0,0.0,0.0,0.0,42.5,0.28,1.02,2.22,1.59,0.0,0.23,0.28,0.06,0.06,0.34,0.23,0.0,0.06,0.06,0.0,0.0,1.82,0.97,0.74,1.02,0.06,0.68,1.53,44.4,0.85,1.02,0.4,0.63,1.31,3.12,1.25,0.0,59.8,2.22,14.2,35.1,11.4,1.59,59.8,1.93,1.14,58.8,0.57,29.4,46.6,300.5,145.4,2.44,2.5,0.34,0.97,1.02,44.0,1.99,0.11,0.0,0.0,1.14,0.57,0.06,0.68,0.97,0.0,0.0,0.0,4.94,0.57,0.91,38.5,0.043478260869565216,80.46999999999998,Bom
203,544,545,�ngel Correa,ARG,MFFW,Atl�tico Madrid,La Liga,27,1995,19,8,821,9.1,5,3.19,1.21,37.9,0.17,0.45,14.3,0.0,0.0,0.0,27.3,34.7,78.5,348.2,81.3,18.5,21.1,87.5,5.82,7.47,77.9,1.1,2.75,40.0,0.0,1.65,1.54,1.54,0.22,3.63,34.7,32.9,1.65,0.22,0.11,0.33,1.98,0.11,0.99,0.11,0.55,0.0,27.3,0.22,0.88,4.29,3.08,0.33,0.33,0.33,0.11,0.11,0.33,0.11,0.0,0.0,0.11,0.0,0.11,0.55,0.22,0.22,0.22,0.11,0.33,0.88,37.5,0.55,0.99,0.0,0.99,0.99,1.54,0.44,0.0,48.9,0.77,4.84,18.5,26.0,7.91,48.9,3.63,1.43,39.4,1.98,54.5,31.3,141.8,65.5,2.86,1.43,1.76,3.85,1.32,37.6,9.23,0.22,0.0,0.0,0.99,1.21,0.55,1.98,0.22,0.0,0.0,0.0,3.52,0.22,1.1,16.7,0.2631578947368421,80.33999999999997,Bom
181,485,486,Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,31,1991,20,14,1353,15.0,2,1.07,0.53,50.0,0.13,0.25,22.6,0.0,0.0,0.0,36.0,43.8,82.2,595.2,199.5,17.3,19.3,89.6,13.6,15.9,85.7,3.33,5.47,61.0,0.13,0.73,3.13,0.4,0.2,3.67,43.8,41.1,2.47,1.53,0.2,0.47,1.47,0.53,0.4,0.27,0.13,0.0,36.0,0.2,1.27,1.73,1.27,0.2,0.13,0.07,0.0,0.07,0.2,0.13,0.0,0.0,0.07,0.0,0.0,3.0,1.67,1.27,1.33,0.4,1.2,2.73,43.9,1.53,1.0,0.27,0.73,1.2,4.2,0.67,0.0,53.1,2.67,16.4,27.7,9.2,1.47,53.1,0.87,0.4,46.2,0.33,38.5,37.7,169.7,56.0,0.47,0.8,0.2,0.73,0.2,33.7,1.87,0.13,0.0,0.0,1.07,0.53,0.07,1.47,1.67,0.0,0.0,0.0,5.47,0.6,0.4,60.0,0.1,80.17000000000002,Bom
759,2098,2099,Rodri,ESP,MF,Manchester City,Premier League,26,1996,20,20,1733,19.3,1,1.61,0.36,22.6,0.03,0.14,18.2,0.0,0.0,0.0,88.4,96.9,91.3,1639.3,400.9,34.9,37.8,92.2,41.5,44.2,93.8,10.5,12.3,85.3,0.21,1.14,9.22,1.09,0.05,8.76,96.9,95.0,1.81,1.55,0.05,0.93,0.16,0.1,0.0,0.0,0.0,0.0,88.4,0.05,0.47,3.42,3.16,0.0,0.0,0.16,0.05,0.05,0.47,0.47,0.0,0.0,0.0,0.0,0.0,2.28,1.45,1.04,0.93,0.31,0.98,1.66,59.4,0.67,1.45,0.52,0.93,1.14,3.42,1.14,0.05,106.4,3.63,22.6,64.1,20.3,1.81,106.4,0.73,0.47,64.3,0.21,28.6,63.7,321.3,169.8,2.44,2.49,0.05,0.62,0.62,80.5,1.14,0.16,0.0,0.0,1.61,0.57,0.1,0.16,1.45,0.0,0.0,0.0,9.74,2.44,1.19,67.1,0.05,80.14,Bom
884,2450,2451,Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,19,17,1563,17.4,2,1.26,0.57,45.5,0.09,0.2,22.1,0.23,0.0,0.0,29.9,42.0,71.2,556.2,189.1,12.2,15.1,81.0,12.4,15.6,79.3,4.25,8.62,49.3,0.23,1.95,3.85,1.03,0.23,4.02,42.0,35.9,5.57,2.99,0.29,0.29,3.39,0.63,1.84,0.63,0.98,0.0,29.9,0.46,0.75,3.33,1.84,0.86,0.11,0.29,0.11,0.11,0.46,0.23,0.11,0.06,0.06,0.0,0.0,1.84,1.15,1.03,0.63,0.17,0.75,1.38,54.2,0.63,0.86,0.29,0.57,1.15,2.99,0.63,0.06,51.0,1.38,10.9,26.6,14.3,0.98,51.0,0.63,0.23,36.4,0.34,54.5,24.7,155.3,80.4,2.01,0.98,0.06,1.49,0.4,30.0,2.64,0.34,0.0,0.0,1.09,0.98,0.17,3.39,1.15,0.0,0.0,0.0,5.8,0.52,0.69,42.9,0.10526315789473684,80.04,Bom
809,2230,2231,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,30,1992,22,19,1630,18.1,1,0.88,0.33,37.5,0.06,0.17,18.5,0.0,0.0,0.0,27.3,35.7,76.4,439.6,114.1,13.1,16.1,81.8,10.9,13.0,83.5,2.27,4.2,53.9,0.0,0.33,2.27,0.33,0.0,3.48,35.7,33.6,1.99,0.61,0.06,0.06,0.5,1.27,0.0,0.0,0.0,0.0,27.3,0.11,0.72,1.44,1.22,0.0,0.06,0.11,0.06,0.0,0.17,0.11,0.0,0.0,0.0,0.06,0.0,2.32,1.66,1.1,1.05,0.17,0.94,1.77,53.1,0.83,1.55,0.33,1.22,1.1,3.43,1.33,0.0,45.9,2.65,11.6,25.4,9.83,1.38,45.9,1.77,0.77,43.8,0.72,40.6,23.7,106.3,45.4,1.1,0.83,0.33,0.99,0.94,26.9,1.99,0.28,0.0,0.0,1.99,1.16,0.0,0.5,1.66,0.0,0.0,0.0,5.64,0.77,1.27,37.8,0.045454545454545456,79.96999999999998,Bom
